time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust,dealer,foreign,"K(9,3)","D(9,3)",J,DIF12-26,MACD9,OSC,volume,MA5,MA10,financing,financing_difference,tomorrow,percentage
2017/10/23,10759.47,10792.27,10731.9,10735.21,10737.75,10691.24,10508.31,10338.43,10899.36,10544.2,10189.04,-3250,-1002,43528,0.7907,0.827,0.718,74.3,50.66,23.64,1056.42,1221.91,1252.7,1662,6.16,10743.78,0.000589996
2017/10/24,10749.9,10766.64,10726.25,10743.78,10740.71,10701.31,10516.13,10345.18,10921.47,10558.9,10196.34,-3252,-983,43536,0.7202,0.7914,0.5778,74.62,55.45,19.17,1119.86,1203.48,1255.56,1666,3.24,10750.57,0.000798308
2017/10/25,10771.4,10794.55,10740.07,10750.57,10748.52,10712.74,10524.26,10352.11,10936.19,10579.64,10223.08,-3252,-981,43540,0.6832,0.7553,0.5388,75.12,59.39,15.74,1202.4,1168.18,1219.75,1667,1.58,10734.76,0.000631994
2017/10/26,10735.35,10756.51,10716.52,10734.76,10744.28,10716.93,10531.19,10358.45,10933.44,10603.52,10273.6,-3252,-960,43551,0.6026,0.7044,0.3991,72.8,62.07,10.73,1124.92,1153.46,1206.01,1669,1.41,10709.11,-0.00147062
2017/10/27,10757.35,10803.6,10701.08,10709.11,10743.78,10721.63,10538.13,10364.8,10929.71,10622.64,10315.58,-3246,-986,43541,0.471,0.6266,0.1598,69.76,63.61,6.16,1490.97,1198.91,1231.6,1650,-18.6,10756.87,-0.002389434
2017/10/30,10777.6,10842.25,10743.13,10756.87,10755.84,10732.24,10546.06,10371.66,10918.59,10645.67,10372.74,-3244,-976,43575,0.4672,0.5735,0.2545,70.1,64.91,5.19,1250.7,1237.77,1229.84,1647,-3.46,10793.8,0.004459754
2017/10/31,10768.9,10829.33,10747.37,10793.8,10765.51,10741.8,10553.89,10378.49,10907.17,10668.86,10430.55,-3246,-951,43561,0.5304,0.5591,0.4729,70.87,66.1,4.77,1190.65,1251.93,1227.7,1661,14.2,10806.36,0.003433155
2017/11/1,10816.04,10843.41,10785.32,10806.36,10781.27,10754.71,10562.38,10385.67,10896.26,10689.98,10483.7,-3243,-942,43545,0.6001,0.5728,0.6549,72.2,67.32,4.88,1294.27,1270.3,1219.24,1668,6.77,10788.51,0.001163631
2017/11/2,10797.63,10827.67,10788.51,10788.51,10787.71,10763.05,10570.19,10392.53,10888.74,10706.15,10523.55,-3246,-942,43533,0.6049,0.5835,0.6476,71.46,68.15,3.31,1199.37,1285.19,1219.32,1673,5.4,10800.77,-0.001651805
2017/11/3,10797.91,10835.7,10765.31,10800.77,10791.78,10769.75,10577.72,10399.26,10873.77,10722.72,10571.66,-3246,-929,43530,0.6367,0.6012,0.7077,70.25,68.57,1.68,1159.01,1218.8,1208.86,1676,2.57,10786.19,0.001136394
2017/11/6,10856.56,10858.5,10769.19,10786.19,10800.39,10778.45,10585.59,10406.18,10856.72,10736.11,10615.51,-3241,-930,43499,0.6047,0.6024,0.6093,68.45,68.54,-0.09,1135.06,1195.67,1216.72,1683,7.43,10840.34,-0.001349904
2017/11/7,10820.83,10842.61,10807.89,10840.34,10809.56,10787.45,10593.53,10413.15,10838.13,10751.49,10664.85,-3243,-914,43505,0.698,0.6343,0.8255,68.87,68.61,0.27,1277.11,1212.96,1232.45,1679,-3.81,10818.99,0.005020308
2017/11/8,10839.44,10844.74,10806.01,10818.99,10815.47,10794.69,10601.2,10419.99,10835.67,10760.38,10685.09,-3244,-910,43472,0.715,0.6612,0.8227,67.58,68.4,-0.83,1213.01,1196.71,1233.51,1686,6.3,10743.27,-0.001969495
2017/11/9,10802.95,10831.38,10721.87,10743.27,10801.94,10791.09,10606.89,10425.86,10834.34,10761.97,10689.6,-3250,-944,43440,0.5289,0.6171,0.3525,60.83,66.89,-6.06,1488.11,1254.46,1269.83,1678,-7.25,10732.67,-0.006998805
2017/11/10,10713.67,10742.61,10659.29,10732.67,10771.98,10776.72,10610.34,10430.59,10833.97,10762.4,10690.84,-3259,-941,43423,0.4754,0.5698,0.2864,51.4,63.79,-12.39,1203.88,1263.44,1241.12,1683,4.73,10683.92,-0.000986664
2017/11/13,10728.22,10749.39,10683.92,10683.92,10751.77,10764.84,10613.65,10435.23,10836.9,10757.89,10678.87,-3261,-950,43452,0.3581,0.4993,0.0758,42.11,59.45,-17.34,1297.86,1295.99,1245.83,1679,-3.78,10687.18,-0.004542206
2017/11/14,10716.59,10735.08,10654.58,10687.18,10733.97,10752.75,10616.43,10439.58,10839.69,10756.09,10672.48,-3262,-950,43459,0.292,0.4302,0.0157,33.62,54.29,-20.67,1254.5,1291.47,1252.22,1672,-6.86,10630.65,0.000305131
2017/11/15,10662.08,10669.59,10600.26,10630.65,10702.86,10732.37,10617.22,10442.9,10850.6,10751.61,10652.61,-3260,-968,43328,0.2339,0.3648,-0.0278,21.93,47.82,-25.88,1294.64,1307.8,1252.26,1678,5.26,10625.04,-0.005289515
2017/11/16,10629.16,10666.66,10609.23,10625.04,10679.41,10714.21,10617.72,10446.04,10858.01,10744.84,10631.68,-3259,-949,43309,0.1879,0.3058,-0.0478,12.43,40.74,-28.31,1062.58,1222.69,1238.58,1680,2.49,10701.64,-0.000527719
2017/11/17,10673.43,10729.45,10673.43,10701.64,10684.44,10710.63,10620.24,10450.14,10858.03,10743.48,10628.94,-3255,-935,43334,0.2635,0.2917,0.2071,10.42,34.68,-24.25,1284.44,1238.8,1251.12,1677,-2.75,10664.55,0.007209385
2017/11/20,10706.79,10728.39,10656.18,10664.55,10685.95,10706.69,10622.49,10454.09,10859.54,10739.95,10620.35,-3259,-929,43311,0.2633,0.2823,0.2255,6.89,29.12,-22.23,1105.49,1200.33,1248.16,1678,1.1,10779.24,-0.003465824
2017/11/21,10688.22,10787.58,10687.26,10779.24,10702.49,10711.94,10626.2,10458.75,10862.54,10741.72,10620.91,-3261,-884,43387,0.4337,0.3327,0.6356,10.42,25.38,-14.96,1388.57,1227.14,1259.31,1684,5.71,10822.59,0.010754322
2017/11/22,10815.4,10882.65,10801.1,10822.59,10745.14,10733.49,10632.9,10464.89,10871.17,10745.32,10619.48,-3248,-866,43472,0.5516,0.4057,0.8433,18.96,24.1,-5.13,1800.92,1328.4,1318.1,1693,8.41,10854.57,0.004021619
2017/11/23,10837.61,10872.29,10809.09,10854.57,10777.89,10753.47,10639.8,10471.14,10885.69,10751.31,10616.93,-3249,-863,43489,0.6679,0.4931,1.0175,26.67,24.61,2.06,1305.66,1377.01,1299.85,1708,15.1,10854.09,0.00295493
2017/11/24,10847.79,10873.91,10833.78,10854.09,10802.72,10771.46,10646.77,10477.45,10898.58,10758.56,10618.55,-3251,-872,43459,0.7449,0.577,1.0806,32.9,26.27,6.63,1287.75,1377.68,1308.24,1723,15.8,10750.93,-4.4221E-05
2017/11/27,10836.82,10856,10746.74,10750.93,10801.02,10776.21,10651.71,10482.74,10898.32,10758.27,10618.21,-3257,-891,43376,0.6744,0.6095,0.8043,31.21,27.26,3.95,1353.72,1427.32,1313.83,1728,4.9,10707.07,-0.009504251
2017/11/28,10733.56,10752.58,10692.53,10707.07,10774.49,10766.25,10654,10486.68,10894.68,10753.93,10613.18,-3272,-895,43290,0.5689,0.596,0.5148,24.63,26.73,-2.1,1424.68,1434.55,1330.84,1734,5.55,10713.55,-0.004079647
2017/11/29,10735.24,10762.91,10697.62,10713.55,10758.77,10759.18,10656.41,10490.66,10888.93,10749.29,10609.64,-3274,-897,43223,0.4637,0.5519,0.2874,19.76,25.34,-5.57,1356.42,1345.65,1337.02,1744,9.84,10560.44,0.000605208
2017/11/30,10623.2,10650.18,10560.44,10560.44,10705.37,10729.97,10654.51,10492.45,10898.53,10737.88,10577.24,-3290,-911,43086,0.3091,0.471,-0.0145,4.63,21.2,-16.56,2335.51,1551.62,1464.32,1746,1.95,10600.37,-0.014291248
2017/12/1,10591.62,10665.92,10495.15,10600.37,10666.34,10704.21,10652.34,10494.03,10896.37,10727.86,10559.35,-3298,-942,43010,0.2966,0.4128,0.0641,-6.67,15.62,-22.29,1813.75,1656.81,1517.25,1749,2.99,10651.11,0.003781092
2017/12/4,10617.27,10665.43,10565.68,10651.11,10652.51,10689.78,10651.44,10496.19,10890.55,10721.11,10551.67,-3307,-945,42995,0.3319,0.3859,0.224,-12.03,10.09,-22.12,1298.55,1645.78,1536.55,1755,6.72,10566.85,0.004786625
2017/12/5,10607.62,10635.71,10540.74,10566.85,10630.92,10671.23,10649.35,10497.7,10880.29,10707.44,10534.58,-3321,-966,42990,0.2844,0.352,0.149,-20.54,3.97,-24.51,1466.25,1654.1,1544.32,1744,-11.8,10393.92,-0.007910913
2017/12/6,10541.03,10541.03,10376.65,10393.92,10575,10633.4,10643.24,10497.13,10898.88,10686.18,10473.48,-3326,-999,42879,0.2012,0.3017,0,-39.03,-4.63,-34.4,1613.25,1705.46,1525.55,1735,-9.08,10355.76,-0.016365331
2017/12/7,10404.42,10418.97,10322.76,10355.76,10508.49,10586.5,10634.46,10495.12,10921.61,10666.81,10412,-3334,-1011,42812,0.1547,0.2527,-0.0413,-58.11,-15.33,-42.78,1385.36,1515.43,1533.52,1727,-7.78,10398.62,-0.003671377
2017/12/8,10406.35,10419.28,10336.26,10398.62,10469.04,10550.8,10626.45,10493.39,10928.18,10650.1,10372.03,-3334,-1009,42788,0.1606,0.222,0.0378,-70.41,-26.34,-44.06,1308.21,1414.32,1535.57,1716,-10.5,10473.09,0.004138759
2017/12/11,10438.33,10504.67,10438.33,10473.09,10467.23,10534.95,10621.11,10492.9,10927.52,10639.56,10351.61,-3328,-989,42750,0.2209,0.2217,0.2194,-72.53,-35.58,-36.95,1179.17,1390.44,1518.11,1720,4.24,10443.28,0.007161527
2017/12/12,10488.73,10495.24,10408.06,10443.28,10464.43,10521.11,10615.79,10492.33,10926.66,10627.37,10328.08,-3323,-1004,42701,0.2643,0.2359,0.3213,-75.35,-43.53,-31.81,1089.21,1315.04,1484.57,1721,4931,10470.7,-0.002846342
2017/12/13,10447.11,10489.17,10444.7,10470.7,10463.92,10510.53,10610.78,10491.85,10926.34,10619.37,10312.41,-3321,-1006,42689,0.3199,0.2639,0.432,-74.99,-49.83,-25.17,1039.29,1200.25,1452.85,1724,2.64,10538.01,0.002625612
2017/12/14,10494.6,10577.53,10494.6,10538.01,10484.68,10513.37,10608.01,10492.41,10924,10615.02,10306.04,-3319,-1010,42719,0.4227,0.3168,0.6344,-68.42,-53.54,-14.87,1136.61,1150.5,1332.96,1726,2.01,10491.44,0.006428415
2017/12/15,10517.21,10520.66,10436.11,10491.44,10486.9,10509.37,10604.18,10492.4,10915.28,10604.51,10293.73,-3320,-1040,42676,0.4614,0.365,0.6543,-66.65,-56.17,-10.48,1266.73,1142.2,1278.26,1728,2.04,10506.52,-0.00441924
2017/12/18,10478.74,10526.41,10472.39,10506.52,10489.94,10506.94,10600.64,10492.46,10908.91,10596.61,10284.31,-3310,-1042,42675,0.5481,0.426,0.7921,-63.06,-57.54,-5.52,960.46,1098.46,1244.45,1729,1.09,10467.34,0.001437362
2017/12/19,10508.33,10544,10452.08,10467.34,10490.94,10504.4,10597.1,10492.46,10886.35,10581.01,10275.68,-3302,-1034,42621,0.5545,0.4689,0.7259,-61.15,-58.26,-2.88,1126.83,1105.99,1210.51,1727,-1.46,10504.52,-0.003729113
2017/12/20,10470.36,10514.31,10470.36,10504.52,10490.59,10501.76,10593.59,10492.42,10850.97,10565.11,10279.25,-3302,-1029,42621,0.6022,0.5133,0.7799,-57.7,-58.15,0.45,1038.72,1105.87,1153.06,1729,1.75,10488.97,0.003552001
2017/12/21,10526.97,10545.78,10488.97,10488.97,10497.95,10503.74,10590.94,10492.76,10801.35,10546.83,10292.31,-3299,-1020,42596,0.5606,0.5291,0.6236,-53.96,-57.31,3.36,992.22,1076.99,1113.74,1734,5.21,10537.27,-0.001480315
2017/12/22,10503.1,10537.27,10486.52,10537.27,10503.98,10505.98,10588.48,10493.14,10742.92,10530.99,10319.06,-3297,-1024,42608,0.6279,0.562,0.7596,-48.7,-55.59,6.89,919.94,1007.64,1074.92,1738,3.72,10522.49,0.004604837
2017/12/25,10546.64,10556.65,10514.54,10522.49,10514.35,10511.27,10586.73,10493.83,10705.93,10519.57,10333.2,-3298,-1031,42615,0.6222,0.5821,0.7024,-43.68,-53.21,9.53,816.17,978.78,1038.62,1739,1.3,10421.91,-0.00140264
2017/12/26,10526.14,10528.92,10408.12,10421.91,10499.99,10504,10582.94,10493.46,10675,10505.31,10335.62,-3304,-1064,42590,0.4419,0.5353,0.2551,-45.93,-51.75,5.82,975.63,948.54,1027.26,1729,-9.76,10486.67,-0.009558574
2017/12/27,10419.81,10497.77,10419.81,10486.67,10485.33,10495.27,10578.78,10492.84,10634.23,10493.96,10353.69,-3305,-1060,42616,0.4709,0.5139,0.385,-44.98,-50.4,5.42,925.98,925.99,1015.93,1727,-2.15,10567.64,0.006213832
2017/12/28,10513.29,10592.04,10513.29,10567.64,10505.74,10504.6,10577.73,10493.73,10635.31,10494.32,10353.34,-3301,-1055,42681,0.603,0.5436,0.7219,-36.74,-47.67,10.92,1103.44,948.23,1012.61,1730,2.71,10642.86,0.007721231
2017/12/29,10590.95,10659.98,10590.95,10642.86,10544.22,10525.8,10579.15,10495.84,10644.85,10496.45,10348.05,-3293,-1053,42746,0.7127,0.6,0.9382,-23.97,-42.93,18.96,1099.38,984.12,995.88,1730,-651,10710.73,0.007117956
2018/1/2,10664.82,10710.73,10650.77,10710.73,10590.9,10554.61,10582.6,10498.95,10661.87,10499.43,10336.99,-3294,-1023,42833,0.8085,0.6695,1.0865,-8.77,-36.1,27.32,1044.86,1029.86,1004.32,1732,1.84,10801.57,0.006377045
2018/1/3,10759.61,10813.16,10759.61,10801.57,10655.1,10596.22,10589.18,10503.65,10718.97,10511.17,10303.36,-3284,-991,42870,0.8628,0.7339,1.1205,11.07,-26.66,37.73,1417.24,1118.18,1033.36,1733,1.11,10848.63,0.008481215
2018/1/4,10834.58,10853.46,10794.25,10848.63,10714.31,10639.22,10597.17,10509.09,10781.17,10533.9,10286.63,-3286,-973,42925,0.9049,0.7909,1.1329,29.86,-15.36,45.22,1436.87,1220.36,1073.17,1745,11.8,10879.8,0.004356774
2018/1/5,10856.92,10879.8,10815.68,10879.8,10762.22,10679.01,10605.72,10514.86,10835.75,10560.1,10284.46,-3289,-957,42959,0.9366,0.8395,1.1309,46.43,-3,49.43,1440.05,1287.68,1117.96,1750,4.92,10915.75,0.002873174
2018/1/8,10899.09,10918.47,10869.12,10915.75,10808.35,10719.3,10615.39,10521.24,10891.55,10585.96,10280.37,-3280,-957,43010,0.956,0.8783,1.1113,62.16,10.03,52.13,1393.02,1346.41,1165.26,1749,-9662,10914.89,0.003304289
2018/1/9,10922.35,10931,10860.77,10914.89,10841.32,10753.47,10624.96,10527.62,10940.5,10608.05,10275.6,-3275,-955,42998,0.9601,0.9056,1.0692,73.83,22.79,51.04,1332.11,1403.86,1216.86,1749,-1082,10831.09,-7.87852E-05
2018/1/10,10915.32,10934.75,10819.25,10831.09,10852.58,10775.59,10633.16,10533.36,10964.4,10627.44,10290.48,-3270,-954,42966,0.8914,0.9009,0.8726,78.03,33.84,44.19,1391.88,1398.79,1258.48,1749,996,10810.06,-0.007677585
2018/1/11,10824.54,10844.08,10770.1,10810.06,10839.12,10782.24,10639.03,10537.97,10982.26,10644.41,10306.55,-3267,-961,42950,0.8067,0.8695,0.6812,76.8,42.43,34.37,1246.57,1360.73,1290.54,1747,-1.91,10883.96,-0.001941633
2018/1/12,10818.24,10899.98,10818.24,10883.96,10844.45,10795.49,10646.12,10543.21,11011.22,10661.71,10312.19,-3263,-941,42948,0.8115,0.8502,0.7343,79.99,49.94,30.05,1280.02,1328.72,1308.2,1744,-3.09,10956.31,0.006836225
2018/1/15,10932.37,10962.55,10911.89,10956.31,10876.56,10821.91,10655.78,10549.78,11047.66,10684.95,10322.23,-3259,-910,42972,0.8641,0.8548,0.8827,87.58,57.47,30.11,1270.32,1304.18,1325.29,1743,-1.01,10986.11,0.006647397
2018/1/16,10955.81,10986.11,10920.5,10986.11,10905.08,10847.4,10665.82,10556.6,11084.47,10708.93,10333.38,-3254,-890,43009,0.9094,0.873,0.9822,94.36,64.85,29.51,1329.85,1303.73,1353.79,1749,6.48,11004.8,0.002719894
2018/1/17,10976.13,11030.22,10942.95,11004.8,10932.9,10873.06,10676.4,10563.74,11115.25,10735.8,10356.35,-3254,-892,43120,0.907,0.8844,0.9524,100.66,72.01,28.65,1486,1322.55,1360.67,1749,-1894,11071.57,0.001701239
2018/1/18,11048.06,11122.82,11048.06,11071.57,10979.47,10909.35,10689.39,10572.15,11154.81,10764.15,10373.49,-3265,-889,43207,0.8896,0.8861,0.8966,111.06,79.82,31.24,1520.81,1377.4,1369.06,1753,4.46,11150.85,0.006067352
2018/1/19,11123.58,11150.85,11095.85,11150.85,11029.74,10949.52,10703.85,10581.38,11200.98,10797.25,10393.52,-3274,-882,43293,0.9264,0.8995,0.9801,122.62,88.38,34.24,1370.5,1395.5,1362.11,1752,-1.61,11231.46,0.007160683
2018/1/22,11169.79,11231.46,11142.38,11231.46,11084.42,10993.93,10719.91,10591.5,11259,10831.96,10404.91,-3278,-881,43318,0.9509,0.9167,1.0195,136.03,97.91,38.12,1505.8,1442.59,1373.39,1754,2.65,11253.11,0.007229045
2018/1/23,11243.49,11270.18,11201.52,11253.11,11136.97,11039.04,10737.03,10602.25,11308.2,10868.49,10428.77,-3281,-877,43370,0.9559,0.9297,1.0082,147.8,107.89,39.91,1649.31,1506.48,1405.11,1750,-4.31,11152.16,0.001927621
2018/1/24,11228.71,11228.71,11107.32,11152.16,11151.06,11064.53,10751.53,10611.79,11310.25,10905,10499.76,-3286,-872,43405,0.8836,0.9143,0.822,148.6,116.03,32.57,1480.84,1505.45,1414,1758,8.05,11165.95,-0.008970853
2018/1/25,11154.36,11268.61,11131.85,11165.95,11160.77,11085.56,10765.58,10621.18,11310.76,10938.97,10567.18,-3288,-894,43463,0.8254,0.8847,0.7068,149.37,122.7,26.68,1637.81,1528.85,1453.13,1766,8.04,11147.1,0.001236532
2018/1/26,11152.53,11178.3,11089.48,11147.1,11154.46,11095.8,10777.92,10629.79,11308.46,10967.94,10627.41,-3307,-888,43485,0.7663,0.8452,0.6084,144.88,127.13,17.74,1388.15,1532.38,1463.94,1769,2.71,11221.81,-0.001688168
2018/1/29,11202.27,11246.18,11161.83,11221.81,11172.32,11116.2,10792.02,10639.35,11319.94,10996.89,10673.84,-3303,-891,43505,0.7949,0.8285,0.7278,145.48,130.8,14.68,1323.66,1495.95,1469.27,1772,3.33,11076.78,0.006702192
2018/1/30,11189.57,11189.57,11076.78,11076.78,11159.27,11119.29,10803.21,10647.51,11311.7,11015.19,10718.67,-3302,-912,43478,0.573,0.7433,0.2325,135.69,131.78,3.91,1392.1,1444.51,1475.5,1766,-6.01,11103.79,-0.01292394
2018/1/31,11054.36,11158.29,11007.89,11103.79,11133.21,11112.34,10812.32,10654.68,11312.17,11030.3,10748.43,-3306,-881,43504,0.5039,0.6635,0.1847,125.55,130.53,-4.99,1357.76,1419.9,1462.67,1764,-2.21,11160.25,0.002438434
2018/2/1,11139.4,11212.1,11139.4,11160.25,11143.07,11121.51,10823.81,10663.07,11320.21,11045.88,10771.55,-3308,-883,43517,0.5296,0.6189,0.351,122.12,128.85,-6.73,1228.34,1338,1433.43,1765,8733,11126.23,0.00508475
2018/2/2,11151.65,11153.32,11070.43,11126.23,11137.18,11122.22,10833.7,10670.72,11323.58,11058.2,10792.83,-3311,-887,43513,0.5034,0.5804,0.3495,114.14,125.91,-11.77,1210.23,1302.42,1417.4,1761,-3.64,10946.25,-0.003048319
2018/2/5,10970.3,10970.3,10855.43,10946.25,11069.98,11088.28,10837.04,10675.09,11322.14,11059.73,10797.31,-3315,-907,43429,0.4089,0.5232,0.1802,91.47,119.02,-27.55,1301.64,1298.01,1396.98,1749,-12,10404,-0.016176189
2018/2/6,10761.01,10761.01,10300.4,10404,10898.85,10991.62,10827.84,10673.14,11418.96,11034.18,10649.41,-3324,-930,43116,0.3083,0.4516,0.0216,35.79,102.37,-66.58,2424.97,1504.59,1474.55,1674,-75.7,10551.54,-0.049537513
2018/2/7,10547.64,10697.82,10547.64,10551.54,10794.62,10917.9,10819.92,10671.7,11451.03,11020.2,10589.38,-3305,-954,42950,0.294,0.3991,0.084,1.32,82.16,-80.85,1757.37,1584.51,1502.2,1674,7941,10528.52,0.014181084
2018/2/8,10559.44,10609.5,10512.93,10528.52,10713.95,10851.48,10811.15,10669.73,11479.77,11006.13,10532.49,-3312,-983,42865,0.2764,0.3582,0.1129,-29.08,59.91,-88.99,1217.54,1582.35,1460.18,1664,-10.6,10371.75,-0.002181672
2018/2/9,10371.01,10392.31,10189.04,10371.75,10586.31,10756.85,10795.41,10664.13,11527.52,10980.52,10433.51,-3315,-983,42678,0.2438,0.3201,0.0913,-69.6,34.01,-103.62,1519.91,1644.29,1473.35,1621,-42.7,10421.09,-0.014890032
2018/2/12,10429.09,10473.51,10416.01,10421.09,10535.85,10698.32,10783.59,10660.34,11552.78,10953.76,10354.74,-3312,-990,42484,0.2381,0.2927,0.1289,-92.45,8.72,-101.17,1104.15,1604.79,1451.4,1608,-13.4,10714.44,0.004757153
2018/2/21,10559.79,10720.48,10559.79,10714.44,10570.11,10687.47,10778.84,10659.98,11547.9,10940.17,10332.45,-3308,-973,42576,0.3299,0.3051,0.3795,-89.8,-10.98,-78.82,1550.38,1429.87,1467.23,1610,2.53,10662.38,0.028149647
2018/2/22,10698.47,10698.47,10620.8,10662.38,10603.41,10684.3,10775.27,10660.15,11541.73,10923.05,10304.38,-3308,-977,42507,0.3836,0.3313,0.4882,-88,-26.39,-61.61,1282.08,1334.81,1459.66,1625,14.4,10794.55,-0.004858863
2018/2/23,10688.97,10799.29,10688.97,10794.55,10649.92,10694.96,10774.21,10661.52,11526.36,10909.2,10292.04,-3301,-971,42528,0.5141,0.3922,0.7578,-76.95,-36.5,-40.45,1278.71,1347.05,1464.7,1632,7.75,10836.7,0.012395919
2018/2/26,10827.98,10890.69,10827.98,10836.7,10715.23,10722.39,10776.56,10664.56,11501.17,10893.49,10285.82,-3293,-971,42531,0.6504,0.4783,0.9946,-61.13,-41.43,-19.71,1222.53,1287.57,1465.93,1647,14.8,10815.47,0.003904748
2018/2/27,10896.16,10937.9,10815.47,10815.47,10765.57,10748.55,10779.5,10667.9,11460.83,10872.69,10284.55,-3288,-993,42510,0.7124,0.5563,1.0246,-48.2,-42.78,-5.42,1397.4,1346.22,1475.51,1653,5.62,10785.79,-0.001959083
2018/3/1,10779.1,10805.55,10709.69,10785.79,10767.06,10752.45,10779.19,10669.59,11411.73,10849.33,10286.93,-3290,-1006,42481,0.7406,0.6178,0.9863,-43.45,-42.91,-0.54,1319.52,1300.05,1364.96,1657,4.29,10698.17,-0.002744217
2018/3/2,10719.29,10719.29,10638.98,10698.17,10742.68,10741.81,10776.4,10669.99,11374.77,10826.63,10278.49,-3290,-1008,42326,0.7203,0.6519,0.8571,-45.86,-43.5,-2.36,1113.38,1266.31,1300.56,1661,4.18,10642.9,-0.008123652
2018/3/5,10727.45,10756.37,10642.9,10642.9,10725.92,10732.83,10773.64,10670.36,11330.99,10800.48,10269.96,-3292,-1029,42223,0.6251,0.643,0.5894,-48.61,-44.53,-4.09,1136.9,1237.95,1292.5,1669,7.89,10784.34,-0.005166304
2018/3/6,10711.15,10784.34,10711.15,10784.34,10733.2,10735.54,10772.79,10671.64,11288.45,10782.34,10276.22,-3294,-1036,42261,0.6147,0.6336,0.577,-42.65,-44.15,1.5,1126.79,1218.8,1253.18,1672,3.03,10745.32,0.013289611
2018/3/7,10762.99,10818.05,10745.32,10745.32,10744.77,10741.43,10772.63,10673.23,11222.77,10758.51,10294.26,-3290,-1033,42254,0.5407,0.6026,0.4169,-37.7,-42.86,5.16,1233.54,1186.03,1266.12,1666,-5.96,10823.24,-0.003618209
2018/3/8,10788.43,10852.33,10788.43,10823.24,10767.55,10754.46,10773.96,10675.54,11187.95,10745.84,10303.72,-3292,-1023,42245,0.5659,0.5904,0.517,-28.74,-40.04,11.3,1214.36,1164.99,1232.52,1679,13,10864.82,0.007251529
2018/3/9,10847.74,10882.76,10845.38,10864.82,10798.43,10773.68,10776.79,10678.59,11148.74,10733.89,10319.04,-3289,-1009,42225,0.6291,0.6033,0.6808,-17.99,-35.63,17.64,1250.67,1192.45,1229.38,1678,-1.26,11002.1,0.003841733
2018/3/12,10908.99,11016.56,10908.99,11002.1,10852,10807.41,10782.77,10683.23,11113.12,10725.98,10338.84,-3287,-995,42349,0.74,0.6489,0.9222,0.05,-28.49,28.54,1411.4,1247.35,1242.65,1676,-1.72,11095.63,0.012635276
2018/3/13,11022.15,11095.63,11014.87,11095.63,10920.36,10852.8,10791.76,10689.41,11105.45,10724.45,10343.45,-3289,-998,42426,0.8267,0.7081,1.0637,21.6,-18.48,40.07,1342.13,1290.42,1254.61,1680,3.35,11038.8,0.008501104
2018/3/14,11063.73,11070.29,11015.47,11038.8,10962.6,10888.12,10800.13,10695.32,11122.78,10729.08,10335.38,-3291,-1006,42342,0.843,0.7531,1.0227,35.48,-7.69,43.16,1200.81,1283.88,1234.95,1689,9.25,11018.45,-0.005121836
2018/3/15,11039.6,11052.11,11008.18,11018.45,10984.93,10913.84,10807.65,10700.85,11142.99,10759.8,10376.61,-3298,-1014,42322,0.8385,0.7815,0.9524,44.63,2.78,41.85,1129.5,1266.9,1215.95,1703,14.2,11027.7,-0.001843497
2018/3/16,11010.24,11054.86,10933.46,11027.7,10992.14,10930.7,10814.18,10705.9,11171.23,10783.61,10395.99,-3299,-1026,42338,0.8334,0.7988,0.9026,50.22,12.27,37.95,1681.57,1353.08,1272.77,1704,7467,11046.9,0.000839501
2018/3/19,11004.81,11066,10983.25,11046.9,11003.17,10947.89,10821.1,10711.18,11194.77,10809.53,10424.29,-3302,-1034,42360,0.8426,0.8134,0.9009,56.01,21.01,35,1120.41,1294.89,1271.12,1707,3.02,11010.84,0.00174107
2018/3/20,11016.85,11020.78,10981.04,11010.84,11004.57,10958.71,10827.2,10716.07,11179.27,10841.48,10503.69,-3308,-1036,42362,0.8031,0.81,0.7892,57.53,28.32,29.21,1116.09,1249.68,1270.05,1715,7.75,11011.07,-0.003264264
2018/3/21,11037.35,11072.31,11011.07,11011.07,11014.03,10972.2,10833.95,10721.31,11155.63,10870.98,10586.33,-3307,-1024,42356,0.7561,0.792,0.6842,59.69,34.59,25.1,1327.83,1275.08,1279.48,1719,4.2,11005.84,2.08885E-05
2018/3/22,11045.9,11120.2,10975.33,11005.84,11021.63,10983.95,10840.6,10726.53,11166.47,10885.55,10604.63,-3305,-1074,42387,0.6569,0.747,0.4768,60.74,39.82,20.92,1498.01,1348.78,1307.84,1715,-3.52,10823.33,-0.000474977
2018/3/23,10863.67,10863.67,10758.06,10823.33,10956.81,10955.45,10840.16,10728.19,11157.17,10893.6,10630.03,-3313,-1121,42325,0.498,0.664,0.1661,44.15,40.69,3.46,1497.67,1312,1332.54,1697,-18.1,10840.05,-0.016583014
2018/3/26,10783.57,10840.05,10781.43,10840.05,10908.3,10929.24,10839.21,10729.56,11156.76,10895.87,10634.99,-3321,-1142,42236,0.4075,0.5785,0.0655,31.3,38.81,-7.51,1207.7,1329.46,1312.17,1707,9.81,10986.79,0.001544811
2018/3/27,10901.69,10986.79,10901.69,10986.79,10920.28,10931.96,10842.66,10733.11,11165.65,10903.38,10641.1,-3324,-1153,42261,0.4822,0.5464,0.3538,32.06,37.46,-5.4,1313.34,1368.91,1309.29,1713,6.34,10865.66,0.013536838
