time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust_buy,trust,keyman,foreign_buy,foreign,dealer_buy,dealer,volumn,MA5,MA10,financing,financing_error,tomorrow,percentage
2018/5/30,10925.21,10925.21,10799.75,10821.17,10924.1,10910.16,10831.63,10778.91,11108.76,10824.76,10540.75,-11,-3361,16387,-155,40987,-12,-1415,1636.34,1404.16,1365.73,1831,8,10874.96,-0.013037982
2018/5/31,10856.03,10909.61,10853.65,10874.96,10907.25,10903.51,10833,10780.48,11088.9,10842.8,10596.69,-7,-3368,16346,-28,40959,0,-1415,2392.64,1627.32,1471.05,1837,6,10949.08,0.004970812
2018/6/1,10882.68,10954.67,10876.97,10949.08,10910.12,10905.75,10835.72,10782.72,11067.3,10863.78,10660.26,1,-3367,16386,23,40982,13,-1402,1413.33,1652.01,1484.58,1842,5,11109.5,0.006815657
2018/6/4,11002.15,11109.5,11002.15,11109.5,10958.69,10933.04,10842.94,10787.23,11082.78,10889.01,10695.24,7,-3360,16475,77,41059,22,-1380,1575.7,1684.84,1514.63,1845,3,11100.11,0.014651459
2018/6/5,11130.03,11131.08,11054.62,11100.11,11007.11,10964.11,10851.5,10792.46,11101.74,10909.45,10717.15,1,-3359,16517,23,41082,9,-1371,1643.55,1732.31,1544.34,1843,-2,11201.83,-0.000845223
2018/6/6,11111.14,11207.15,11111.14,11201.83,11057.35,10999.33,10861.54,10798.5,11141.97,10934.37,10726.78,5,-3354,16623,105,41187,25,-1346,1731.12,1751.27,1577.72,1854,11,11251.75,0.009163873
2018/6/7,11228.64,11261.68,11188.99,11251.75,11115.82,11041.77,10873.71,10805.68,11192.95,10958.95,10724.94,7,-3347,16663,53,41240,4,-1342,1903.18,1653.37,1640.35,1862,8,11156.42,0.004456415
2018/6/8,11243.59,11243.59,11122.98,11156.42,11141.09,11069.02,10884.13,10812.06,11218.1,10973.82,10729.54,2,-3345,16602,-37,41203,-25,-1367,1628.85,1696.48,1674.24,1877,15,11149.23,-0.00847246
2018/6/11,11168.99,11186.67,11118.81,11149.23,11146.04,11084.82,10893.05,10817.74,11239.3,10983.66,10728.03,-4,-3349,16592,5,41208,9,-1358,1563.06,1693.95,1689.4,1888,11,11144.79,-0.000644472
2018/6/12,11140.02,11160.05,11088.53,11144.79,11141.81,11093.65,10900.92,10822.96,11256.85,10997.16,10737.47,3,-3346,16549,-34,41174,3,-1355,1831.67,1731.57,1731.94,1899,11,11173.21,-0.000398234
2018/6/13,11153.2,11188.01,11119.24,11173.21,11147.34,11105.42,10909.37,10828.51,11277.21,11010.95,10744.69,-14,-3360,16552,0,41174,6,-1349,1791.79,1743.71,1747.49,1903,4,11013.98,0.00255007
2018/6/14,11143.04,11143.04,11013.98,11013.98,11124.4,11100.53,10914.91,10832.64,11273.52,11019.96,10766.39,-8,-3368,16438,-144,41030,-14,-1363,1669.94,1697.06,1675.22,1914,11,11087.47,-0.014251052
2018/6/15,10998.2,11087.47,10981.61,11087.47,11095.83,11089.29,10918.97,10836.04,11272.36,11032.79,10793.21,-1,-3369,16377,-92,40938,8,-1355,1933.53,1758,1727.24,1924,10,10904.19,0.006672429
2018/6/19,11008.77,11008.77,10904.19,10904.19,11049.38,11065.14,10920.2,10838.03,11274.18,11029.69,10785.19,5,-3364,16214,-214,40724,-17,-1372,1720.32,1789.45,1741.7,1924,0,10927.44,-0.016530372
2018/6/20,10904.8,10969.2,10842.56,10927.44,11003.25,11037.11,10919.9,10839.24,11274.51,11029.12,10783.74,-5,-3369,16152,-77,40647,0,-1372,1810.22,1785.16,1758.37,1909,-15,10941.07,0.002132208
2018/6/21,10949.85,10992.31,10941.07,10941.07,10987.53,11022.38,10921.08,10841.17,11271.96,11031.87,10791.77,4,-3365,16128,-90,40557,10,-1362,1382.76,1703.35,1723.53,1909,0,10899.28,0.001247319
2018/6/22,10901.25,10914.83,10828.86,10899.28,10953.7,10997.59,10919.94,10841.91,11273.59,11029.98,10786.37,-2,-3367,16055,-100,40457,-9,-1371,1516.19,1672.6,1684.83,1912,3,10786.46,-0.003819553
2018/6/25,10834.07,10851.16,10786.46,10786.46,10907.31,10964.31,10916.48,10841.46,11285.68,11022.19,10758.7,-2,-3369,15976,-88,40369,-17,-1388,1269.09,1539.71,1648.86,1909,-3,10742.17,-0.010351142
2018/6/26,10730.9,10752.99,10651.42,10742.17,10844.67,10919.78,10910.02,10839.44,11300.2,11009.91,10719.62,-3,-3372,15932,-61,40308,-3,-1391,1430.21,1481.69,1635.57,1897,-12,10701.03,-0.004106074
2018/6/27,10766.88,10800.34,10701.03,10701.03,10810.55,10887.51,10904.52,10837.84,11316.5,10996.76,10677.01,2,-3370,15850,-122,40186,-9,-1400,1492.08,1418.07,1601.61,1896,-1,10654.28,-0.003829766
2018/6/28,10669.42,10723.84,10633.01,10654.28,10763.75,10847.99,10896.84,10835.07,11333.74,10988.41,10643.08,0,-3370,15794,-82,40104,-3,-1403,1330.03,1407.52,1555.44,1888,-8,10836.91,-0.004368738
2018/6/29,10667.64,10836.91,10667.64,10836.91,10759.92,10830.59,10892.1,10833.7,11334.73,10986.51,10638.29,1,-3369,15847,21,40125,9,-1394,1415.95,1387.47,1530.04,1889,1,10777.94,0.017141468
2018/7/2,10852.17,10886.2,10777.94,10777.94,10781.14,10829.31,10889.85,10833.53,11337.65,10977.95,10618.26,8,-3361,15841,-85,40040,-8,-1402,1448.71,1423.39,1481.55,1887,-2,10715.72,-0.005441588
2018/7/3,10802.88,10873.48,10707.68,10715.72,10779.07,10819.42,10886.08,10832.56,11329.91,10958.26,10586.62,-3,-3364,15802,-82,39958,-18,-1420,1726.12,1482.58,1482.13,1869,-18,10721.87,-0.005772903
2018/7/4,10714.25,10752.05,10680.44,10721.87,10758.43,10800.83,10880.54,10830.65,11318.62,10939.35,10560.08,-4,-3368,15807,17,39975,7,-1413,1237.84,1431.73,1424.9,1867,-2,10611.81,0.000573923
2018/7/5,10690.91,10709.8,10585.27,10611.81,10722.1,10773.31,10872.97,10827.66,11294.61,10909.85,10525.09,2,-3366,15748,-60,39915,-12,-1425,1325.02,1430.73,1419.12,1858,-9,10608.57,-0.010265
2018/7/6,10645.66,10665.72,10523.58,10608.57,10685.03,10743.77,10864.37,10824.08,11250.09,10877.69,10505.3,-2,-3368,15725,-40,39875,16,-1409,1616.45,1470.83,1429.15,1842,-16,10720.28,-0.00030532
2018/7/9,10638.9,10746.74,10638.9,10720.28,10685.42,10733.31,10858.53,10821.8,11211.12,10855.89,10500.65,7,-3361,15765,61,39936,1,-1408,1402.26,1461.54,1442.47,1842,0,10756.89,0.010530166
2018/7/10,10737.62,10776.47,10728.24,10756.89,10706.88,10736.31,10854.97,10820.61,11167.03,10836.27,10505.5,12,-3349,15800,22,39958,8,-1400,1270.41,1370.4,1426.49,1836,-6,10676.84,0.003415023
2018/7/11,10693.64,10693.64,10635.03,10676.84,10696.18,10725.12,10849.06,10818.2,11118.26,10812.87,10507.48,6,-3343,15726,-82,39876,-13,-1413,1320.17,1386.86,1409.29,1840,4,10738.38,-0.007441742
2018/7/12,10644.91,10752.57,10643.65,10738.38,10695.75,10719.62,10844,10816.16,11049.03,10791.13,10533.23,1,-3342,15756,8,39884,18,-1395,1327.44,1387.35,1409.04,1844,4,10864.54,0.005763878
2018/7/13,10769.7,10864.54,10769.7,10864.54,10736.21,10737.35,10843.12,10816.17,11023.31,10783.66,10544,12,-3330,15819,15,39899,10,-1385,1453.03,1354.66,1412.74,1845,1,10817.45,0.011748513
2018/7/16,10867.97,10890.2,10817.45,10817.45,10773.56,10757.52,10843.29,10816.7,10966.3,10770.16,10574.01,10,-3320,15787,-38,39861,-18,-1403,1265.69,1327.35,1394.44,1851,6,10778.99,-0.004334284
2018/7/17,10802.75,10818.84,10758.83,10778.99,10778.99,10763.4,10841.54,10816.26,10950.28,10763.9,10577.51,-1,-3321,15775,13,39874,-13,-1416,1353.9,1344.05,1357.22,1851,0,10842.46,-0.003555367
2018/7/18,10811.43,10872.74,10788.37,10842.46,10795.58,10775.28,10841.12,10816.47,10934.44,10759.65,10584.86,-5,-3326,15831,89,39963,0,-1416,1659.38,1411.89,1399.37,1843,-8,10835.38,0.005888307
2018/7/19,10868.56,10896.25,10826.14,10835.38,10815.91,10790.06,10841.63,10817.13,10912.49,10754.36,10596.24,7,-3319,15847,4,39967,-2,-1418,1446.49,1435.7,1411.52,1842,-1,10932.11,-0.000652988
2018/7/20,10932.51,10963.95,10893.73,10932.11,10854.13,10815.61,10844.54,10819.01,10920.66,10756,10591.35,10,-3309,15937,77,40044,-5,-1423,1676.51,1480.39,1417.53,1837,-5,10946.89,0.008927237
2018/7/23,10929.46,10984.84,10901.75,10946.89,10883,10838.36,10847.7,10821.02,10948.3,10764.03,10579.75,-4,-3313,15965,67,40111,1,-1422,1504.48,1528.15,1427.75,1829,-8,10995.39,0.001351981
2018/7/24,10937.77,10995.39,10917.61,10995.39,10909.18,10860.76,10851.43,10823.34,10986.27,10776.69,10567.1,5,-3308,15995,3,40114,40,-1382,1460.34,1549.44,1446.74,1831,2,10965.79,0.004430482
2018/7/25,10957.66,10992.29,10956,10965.79,10928.77,10880.24,10855.25,10825.73,11011.81,10789.92,10568.04,1,-3307,15983,-14,40100,7,-1375,1243.12,1466.19,1439.04,1838,7,11010.61,-0.002692037
2018/7/26,10969.35,11018.19,10966.33,11010.61,10949.55,10900.4,10859.7,10828.46,11040.17,10807.74,10575.31,1,-3306,16002,29,40129,-10,-1385,1341.69,1445.23,1440.46,1837,-1,11075.78,0.004087257
2018/7/27,11023.07,11075.78,11009.16,11075.78,10981.68,10926.87,10865.81,10832.06,11079.78,10819.68,10559.59,5,-3301,16073,70,40199,5,-1380,1262.63,1362.45,1421.42,1840,3,11033.54,0.005918836
2018/7/30,11072.7,11080.41,11001.15,11033.54,11003.44,10948.7,10871.75,10835.61,11107.78,10832.46,10557.15,-4,-3305,16048,8,40207,-27,-1407,1266.47,1314.85,1421.5,1842,2,11057.51,-0.003813727
2018/7/31,10997.73,11057.51,10976.46,11057.51,11009.73,10962.08,10876.69,10838.7,11135.96,10849.55,10563.14,-16,-3321,16055,0,40207,0,-1407,1590.13,1340.81,1445.12,1837,-5,11098.13,0.002172467
2018/8/1,11062.36,11100.02,11058.28,11098.13,11033.05,10983.47,10883.34,10842.68,11167.89,10868.37,10568.85,9,-3312,16075,12,40219,7,-1400,1454.7,1383.12,1424.66,1841,4,10929.77,0.003673521
2018/8/2,11095.67,11095.67,10919.13,10929.77,11025.39,10988.3,10887.5,10845.45,11160.47,10884.27,10608.06,-6,-3318,15976,-59,40160,-44,-1444,1422.53,1399.29,1422.26,1839,-2,11012.43,-0.015170123
2018/8/3,10957.3,11012.43,10957.3,11012.43,11011.88,10987.68,10890.69,10847.75,11154.95,10904.46,10653.97,-3,-3321,15978,16,40176,3,-1441,1374.75,1421.72,1392.08,1840,1,11024.1,0.007562831
2018/8/6,10997.26,11054.49,10994.97,11024.1,11013.82,10993.14,10894.85,10850.56,11160.27,10919.65,10679.03,7,-3314,15961,-16,40160,-2,-1443,1166.86,1401.79,1358.32,1846,6,10983.44,0.001059712
2018/8/7,11024.97,11030.09,10983.44,10983.44,11011.04,10995.38,10898.48,10853.12,11160.98,10930.98,10700.97,-2,-3316,15947,-20,40140,2,-1441,1208.56,1325.48,1333.14,1844,-2,11075.25,-0.003688283
2018/8/8,11026.07,11095.5,11026.07,11075.25,11025.94,11006.35,10903.64,10856.47,11157.2,10950.9,10744.59,4,-3312,15994,91,40231,-7,-1448,1425.66,1319.67,1351.4,1842,-2,11028.07,0.008358948
2018/8/9,11063.62,11063.62,11001.96,11028.07,11030.4,11012.35,10908.08,10859.49,11149.45,10965.38,10781.32,-1,-3313,15970,-7,40224,0,-1448,1265.57,1288.28,1343.79,1842,0,10983.68,-0.004259949
2018/8/10,11009.96,11033.89,10972.25,10983.68,11020.25,11010.09,10911.1,10861.81,11149.58,10971.34,10793.09,5,-3308,15932,-26,40198,-18,-1466,1255.94,1264.52,1343.12,1827,-15,10748.92,-0.004025183
2018/8/13,10939.68,10939.68,10693.73,10748.92,10957,10977.44,10908.45,10861.3,11159.96,10967.91,10775.87,-1,-3309,15882,-29,40169,-40,-1506,1596.09,1350.36,1376.08,1780,-47,10824.23,-0.021373529
2018/8/14,10797.95,10829.85,10755.53,10824.23,10905.3,10945.52,10904.96,10860.31,11154.16,10970.17,10786.18,-2,-3311,15860,-4,40165,-4,-1510,1384.15,1385.48,1355.48,1775,-5,10716.75,0.007006285
2018/8/15,10827.28,10827.28,10688.59,10716.75,10858.52,10912.69,10900.37,10858.74,11171.92,10963.89,10755.86,3,-3308,15802,-34,40131,-40,-1550,1355.52,1371.45,1345.56,1766,-9,10683.9,-0.009929575
2018/8/16,10663.57,10725.71,10606.26,10683.9,10795.63,10868.54,10892.81,10855.62,11191.74,10956.31,10720.89,5,-3303,15785,0,40131,-7,-1557,1416.86,1401.71,1345,1759,-7,10690.96,-0.003065295
2018/8/17,10702.6,10757.01,10688.55,10690.96,10767.02,10839.68,10886.81,10853.21,11206.57,10944.26,10681.95,8,-3295,15716,-59,40072,-30,-1587,1282.8,1407.08,1335.8,1758,-1,10699.05,0.000660807
2018/8/20,10698.76,10729.9,10663.44,10699.05,10743.94,10813.88,10880.61,10850.64,11215.09,10931.87,10648.64,4,-3291,15733,37,40109,-18,-1605,1147.2,1317.31,1333.84,1741,-17,10792.2,0.000756714
2018/8/21,10697.01,10792.2,10697.01,10792.2,10744.16,10801.28,10876.15,10848.88,11209.63,10921.71,10633.79,7,-3284,15793,62,40171,20,-1585,1137.43,1267.96,1326.72,1733,-8,10804.2,0.00870638
2018/8/22,10790.24,10828.21,10774.69,10804.2,10762.55,10800.93,10873.64,10848.07,11205.19,10913.63,10622.06,13,-3271,15780,-17,40154,-21,-1606,986.84,1194.23,1282.84,1737,4,10863.13,0.001111914
2018/8/23,10817.33,10863.13,10802.79,10863.13,10787.23,10807.41,10872.42,10847.88,11195.08,10906.25,10617.43,2,-3269,15795,33,40187,-10,-1616,1011.67,1113.19,1257.45,1737,0,10809.35,0.00545436
2018/8/24,10865.91,10865.91,10770.32,10809.35,10800.78,10811.13,10870.96,10847.55,11173.72,10892.93,10612.14,4,-3265,15766,-23,40164,-10,-1626,976.96,1052.02,1229.55,1735,-2,10902.21,-0.004950691
2018/8/27,10847.17,10916.69,10847.17,10902.21,10826.62,10823.35,10871.2,10848.05,11159.73,10886.36,10612.99,3,-3262,15856,93,40257,14,-1612,1062.01,1034.98,1176.14,1727,-8,10989.55,0.008590711
2018/8/28,10946.33,11005.55,10946.33,10989.55,10875.06,10850.36,10874.5,10850.1,11149.34,10882.97,10616.59,13,-3249,15914,81,40338,1,-1611,1297.38,1066.97,1167.47,1725,-2,11099.57,0.00801122
2018/8/29,11029.12,11099.57,11029.11,11099.57,10938.16,10889.27,10880.73,10853.64,11149.65,10883.04,10616.43,12,-3237,15995,134,40472,-17,-1628,1205.27,1110.66,1152.44,1724,-1,11093.75,0.010011329
2018/8/30,11153.97,11186.05,11080.07,11093.75,11001.59,10932.76,10888.85,10858.18,11172.76,10891.24,10609.71,9,-3228,15982,28,40500,-15,-1643,1157.93,1139.91,1126.55,1729,5,11063.94,-0.000524345
2018/8/31,11037.26,11063.94,10987.68,11063.94,11013.8,10951.93,10893.75,10861.16,11180.62,10893.81,10607.01,-1,-3229,15987,33,40533,1,-1642,1219.26,1188.37,1120.2,1730,1,10964.22,-0.002687099
2018/9/3,11087.86,11097.11,10952.85,10964.22,11017.7,10965.31,10898.07,10863.88,11173.34,10890.82,10608.3,-4,-3233,15927,-21,40512,-22,-1664,1131.5,1202.27,1118.63,1727,-3,11021.38,-0.009013064
2018/9/4,10981.39,11028.27,10956.49,11021.38,11010.76,10971.05,10901.31,10866.08,11178.19,10892.72,10607.24,-10,-3243,15928,37,40549,9,-1655,1178.53,1178.5,1122.74,1726,-1,10995.13,0.005213321
2018/9/5,11042.41,11058.06,10989.93,10995.13,11014.3,10980.2,10905.24,10868.64,11165.96,10888.71,10611.46,5,-3238,15895,-30,40519,-15,-1670,1189.44,1175.33,1143,1727,1,10924.3,-0.002381734
2018/9/6,11016.92,11016.92,10905.34,10924.3,10998.16,10977.6,10907.23,10870.25,11153.94,10883.52,10613.1,-9,-3247,15858,-3,40516,-26,-1696,1317.4,1207.23,1173.57,1722,-5,10846.99,-0.006441943
2018/9/7,10922.55,10922.55,10807.56,10846.99,10957.08,10958.93,10906.17,10870.33,11143.52,10876.69,10609.85,-15,-3262,15826,10,40526,-22,-1718,1532.58,1269.89,1229.13,1690,-32,10725.8,-0.007076884
2018/9/10,10869.8,10877.72,10689.29,10725.8,10901.6,10928.33,10902.39,10869.01,11144.76,10875.53,10606.3,-6,-3268,15814,40,40566,-11,-1729,1565.28,1356.65,1279.46,1645,-45,10752.3,-0.011172685
2018/9/11,10723,10765.42,10669.59,10752.3,10843.59,10891.83,10896.65,10866.67,11145.69,10871.93,10598.18,-3,-3271,15770,12,40578,1,-1728,1297.54,1380.45,1279.47,1635,-10,10722.57,0.002470678
2018/9/12,10762.91,10779.93,10667.25,10722.57,10806.78,10862.98,10891.29,10864.47,11145.33,10872.23,10599.12,0,-3271,15742,-3,40575,-1,-1729,1252.87,1393.14,1284.23,1618,-17,10727.23,-0.00276499
2018/9/13,10726.67,10758.84,10701.25,10727.23,10780.69,10838.53,10885.96,10862.22,11142.12,10874.39,10606.66,-2,-3273,15711,16,40591,1,-1728,1157.06,1361.07,1284.15,1613,-5,10868.14,0.000434597
2018/9/14,10776.53,10882.04,10770.47,10868.14,10795.22,10835.94,10883.93,10861.59,11137.51,10883.25,10629,12,-3261,15771,95,40686,20,-1708,1291.81,1312.91,1291.4,1614,1,10828.61,0.01313573
2018/9/17,10881.78,10883.98,10806.73,10828.61,10813.57,10838.55,10882.83,10861.4,11131.16,10889.73,10648.3,14,-3247,15755,-11,40675,-1,-1709,910.29,1181.91,1269.28,1613,-1,10760.21,-0.003637237
2018/9/18,10794.22,10806.56,10750.81,10760.21,10801.7,10827.53,10879.39,10860.02,11132.53,10888.13,10643.73,0,-3247,15738,17,40692,-7,-1716,1181.28,1158.66,1269.56,1612,-1,10857.27,-0.0063166
2018/9/19,10808.5,10882.75,10808.5,10857.27,10814.22,10829.66,10878.08,10859.68,11132.62,10890.78,10648.95,0,-3247,15811,107,40799,24,-1692,1330.93,1174.27,1283.7,1605,-7,10831.41,0.00902027
2018/9/20,10886.19,10908.36,10814.54,10831.41,10829.52,10835.2,10877.49,10859.69,11132.15,10889.2,10646.24,3,-3244,15824,47,40846,-11,-1703,1351.89,1213.24,1287.15,1593,-12,10972.41,-0.002381814
2018/9/21,10857.1,10972.41,10835.84,10972.41,10856.16,10848.7,10878.54,10860.51,11139.98,10897.35,10654.72,3,-3241,15938,136,40982,17,-1686,1596.11,1274.1,1293.51,1595,2,10978.85,0.013017696
2018/9/25,10959.56,11003.49,10941.77,10978.85,10894.41,10870.92,10881.56,10862.34,11146.41,10901.18,10655.96,5,-3236,15985,48,41030,11,-1675,1162.4,1324.52,1253.22,1596,1,10974.19,0.000586927
2018/9/26,10974.08,11007.35,10947.29,10974.19,10921.52,10889.98,10884.65,10864.21,11144.62,10900.41,10656.21,-2,-3238,15996,7,41037,15,-1660,1080.35,1304.34,1231.5,1592,-4,11034.19,-0.000424452
2018/9/27,10973.77,11051.09,10961.27,11034.19,10949.37,10910.9,10888.6,10866.54,11132.18,10897.14,10662.11,-1,-3239,16075,130,41167,-11,-1671,1239.61,1286.07,1230.17,1590,-2,11006.34,0.005467374
2018/9/28,11050.09,11073.95,10966.96,11006.34,10974.36,10931.53,10893.05,10869.15,11115.98,10892.77,10669.57,1,-3238,16089,25,41192,12,-1659,1392.62,1294.22,1253.73,1597,7,11051.8,-0.002523973
2018/10/1,11014.19,11062.43,11012.95,11051.8,10994.69,10950.4,10897.72,10871.89,11113.56,10892.17,10670.77,-4,-3242,16110,25,41217,4,-1655,938.94,1162.78,1218.44,1599,2,10919.63,0.004130347
2018/10/2,11048.89,11064.34,10906.42,10919.63,10991.4,10956.66,10900.57,10873.76,11109.27,10889.94,10670.6,-1,-3243,16008,-123,41094,-14,-1669,1085.18,1147.34,1235.93,1600,1,10863.94,-0.011959138
2018/10/3,10918.74,10926.73,10839.46,10863.94,10956.67,10944.03,10900.13,10873.98,11093.11,10882.07,10671.02,-13,-3256,15977,4,41098,-12,-1681,1010.58,1133.38,1218.86,1580,-20,10718.91,-0.00509999
2018/10/4,10826.19,10826.19,10707.76,10718.91,10894.37,10912.35,10895.86,10872.26,11084,10868.25,10652.51,-9,-3265,15858,-130,40968,-8,-1689,1132.55,1111.97,1199.02,1578,-2,10517.12,-0.013349669
2018/10/5,10665.29,10669.63,10446.94,10517.12,10787.83,10850.97,10885.33,10867.34,11110.42,10847.9,10585.37,-13,-3278,15786,-69,40899,-6,-1695,1505.13,1134.47,1214.35,1542,-36,10455.93,-0.018825608
2018/10/8,10467.85,10507.83,10403.13,10455.93,10678.11,10779.64,10871.34,10860.59,11141.58,10828.34,10515.11,-5,-3283,15715,-111,40788,11,-1684,1268.74,1200.43,1181.61,1530,-12,10466.83,-0.005818133
2018/10/9,10464.39,10503.1,10428.97,10466.83,10607.35,10722.58,10858.05,10854.06,11163.93,10815.39,10466.85,3,-3280,15693,-57,40731,0,-1684,1227.48,1228.89,1188.12,1506,-24,9806.11,0.001042471
2018/10/11,10272.04,10272.04,9797.93,9806.11,10417.24,10597.94,10831.13,10840.56,11329.74,10768.08,10206.42,5,-3275,15474,-302,40429,-6,-1690,2094.5,1445.68,1289.53,1402,-104,10045.81,-0.06312513
2018/10/12,9811.58,10046.01,9740.76,10045.81,10248.51,10473.05,10800.96,10825.19,11378.3,10734.25,10090.19,-5,-3280,15440,-41,40388,18,-1672,1482.26,1515.62,1313.8,1366,-36,9901.12,0.024443944
2018/10/15,9989.63,9989.63,9890.47,9901.12,10146.58,10376.62,10772.82,10810.61,11432.39,10692.94,9953.49,-1,-3281,15324,-196,40192,-6,-1678,1182.62,1451.12,1292.8,1362,-4,9981.1,-0.01440302
2018/10/16,9891.97,10011.19,9888.73,9981.1,10078.8,10297.83,10745.62,10796.27,11444.91,10648.59,9852.27,-4,-3285,15278,-96,40096,-10,-1688,1089.49,1415.27,1307.85,1362,0,9979.14,0.008077874
2018/10/17,10048.43,10127.01,9978.25,9979.14,10063.6,10249.71,10722.27,10783.66,11448.77,10606.12,9763.46,8,-3277,15248,-55,40041,-22,-1710,1154.53,1400.68,1314.79,1319,-43,9953.73,-0.000196371
2018/10/18,9975.46,10019.5,9919.79,9953.73,10031.44,10198.33,10697.51,10770.16,11451.19,10565.79,9680.39,-4,-3281,15216,-36,40005,-23,-1733,977.21,1177.22,1311.45,1318,-1,9919.26,-0.002546312
2018/10/19,9879.47,9919.26,9762.91,9919.26,9977.7,10138.68,10670.38,10755.29,11436.35,10518.89,9601.43,-5,-3286,15206,-32,39973,1,-1732,1266.18,1134.01,1324.81,1315,-3,9974.28,-0.003463023
2018/10/22,9871.3,9984.15,9822.15,9974.28,9956.13,10097.64,10645.55,10741.36,11411.01,10476.03,9541.06,-1,-3287,15245,0,39973,29,-1703,1022.62,1102.01,1276.56,1307,-8,9775.2,0.005546785
2018/10/23,9912.28,9912.28,9775.2,9775.2,9918.66,10051.48,10619.26,10726.53,11369.48,10416.17,9462.86,-8,-3295,15122,-132,39841,-24,-1727,1034.03,1090.92,1253.09,1310,3,9759.4,-0.019959335
2018/10/24,9774.29,9809.19,9667.85,9759.4,9863.34,9997.15,10590.85,10710.43,11312.74,10355.2,9397.66,-7,-3302,15099,-64,39777,-7,-1734,1249.22,1109.85,1255.27,1305,-5,9520.79,-0.001616335
2018/10/25,9622.95,9622.95,9475.61,9520.79,9762.42,9917.77,10557.07,10691.43,11261.5,10282.53,9303.56,-14,-3316,15043,-93,39684,-8,-1742,1323.18,1179.05,1178.14,1303,-2,9489.18,-0.024449249
2018/10/26,9570.19,9629.07,9400.69,9489.18,9682.37,9845.87,10523.14,10672.1,11178.62,10205.28,9231.94,1,-3315,15008,-23,39661,-10,-1752,1328.56,1191.52,1162.76,1286,-17,9516.32,-0.003320103
2018/10/29,9515.43,9554.35,9459.12,9516.32,9625.35,9785.04,10489.97,10652.91,11075.12,10130.78,9186.44,-5,-3320,14983,1,39662,-28,-1780,1069.14,1200.83,1151.42,1283,-3,9526.11,0.0028601
2018/10/30,9508.81,9574.83,9481.66,9526.11,9591.18,9737.37,10458.26,10634.24,10933.12,10054.5,9175.88,0,-3320,14981,11,39673,-5,-1785,1012.11,1196.44,1143.68,1272,-11,9802.13,0.001028759
2018/10/31,9588.86,9802.13,9588.86,9802.13,9625.95,9729.75,10433.25,10618.72,10787.63,9998.62,9209.61,5,-3315,15068,90,39763,3,-1782,1320.07,1210.61,1160.23,1266,-6,9844.74,0.028975101
2018/11/1,9812.2,9869.59,9742.61,9844.74,9689.73,9745.67,10413.05,10605.47,10631.13,9947.66,9264.2,2,-3313,15129,41,39804,11,-1771,1289.63,1203.9,1191.47,1253,-13,9906.59,0.004347014
2018/11/2,9871.4,9906.59,9817.29,9906.59,9751.64,9769.27,10395.43,10593.41,10491.76,9907.04,9322.32,-2,-3315,15179,56,39860,-1,-1772,1539.49,1246.09,1218.81,1248,-5,9889.81,0.006282543
2018/11/5,9856.85,9889.81,9786.25,9889.81,9786.32,9784.98,10377.73,10581.21,10389.08,9875.68,9362.28,-5,-3320,15157,10,39870,-17,-1789,1088.97,1250.05,1225.44,1250,2,9824.95,-0.001693822
2018/11/6,9888.41,9899.97,9782.86,9824.95,9807.23,9796.63,10360.4,10569.11,10283.2,9844.13,9405.06,-5,-3325,15096,-45,39825,-21,-1810,1191.96,1286.02,1241.23,1255,5,9908.35,-0.006558266
2018/11/7,9818.15,9912.53,9817.95,9908.35,9826.24,9808.92,10344.13,10557.46,10152.26,9816.21,9480.15,8,-3317,15150,58,39883,2,-1808,1185.42,1259.09,1234.85,1254,-1,9945.31,0.008488593
2018/11/8,9958.47,10014.42,9938.55,9945.31,9872.22,9837.15,10331.67,10547.65,10163.83,9823.17,9482.5,6,-3311,15155,31,39914,-11,-1819,1205.43,1242.25,1223.08,1242,-12,9830.01,0.003730187
2018/11/9,9921.78,9921.78,9798.45,9830.01,9870.81,9842.76,10316.47,10536.42,10137.46,9812.38,9487.29,-3,-3314,15097,-69,39845,-24,-1843,1027.58,1139.87,1192.98,1245,3,9831.21,-0.011593404
2018/11/12,9806.8,9875.84,9764.46,9831.21,9853.74,9838.55,10300.18,10524.57,10131.57,9808.88,9486.19,-2,-3316,15092,11,39856,-10,-1853,917.73,1105.62,1177.84,1246,1,9775.84,0.000122075
2018/11/13,9727.17,9777.35,9616.16,9775.84,9810.53,9817.74,10281.29,10511.34,10111.66,9798.62,9485.58,-3,-3319,15100,22,39878,5,-1848,1134.99,1094.23,1190.13,1239,-7,9791.88,-0.005632064
2018/11/14,9799.69,9823.25,9763.89,9791.88,9805.25,9813.55,10265.34,10499.49,10091.14,9789.25,9487.37,3,-3316,15081,-9,39869,-10,-1858,1047.28,1066.6,1162.85,1241,2,9826.46,0.00164078
2018/11/15,9806.58,9844.39,9755.12,9826.46,9806.21,9812.57,10250.35,10488.07,10075.88,9782.89,9489.91,-2,-3318,15088,23,39892,-5,-1863,984.71,1022.46,1132.36,1245,4,9797.09,0.003531498
2018/11/16,9819.05,9851.29,9770.87,9797.09,9807.33,9812.02,10235.9,10476.85,10063.16,9776.78,9490.41,5,-3313,15087,-7,39885,6,-1857,1182.55,1053.45,1096.66,1243,-2,9828.69,-0.002988869
