time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust_buy,trust,keyman,foreign_buy,foreign,dealer_buy,dealer,volumn,MA5,MA10,financing,financing_error
2021/6/21,17305.49,17305.49,17023.31,17062.98,17252.16,17192.99,16714.26,16067.37,17603.18,17039.5,16475.81,-6.15货,-2396货,8644货,-333货,32033货,-48.4货,-3594货,5180.16,5058.73,4602.78,2640货,13.7货
2021/6/22,17162.71,17270.47,17075.55,17075.55,17216.8,17184.46,16728.42,16085.2,17539.2,17076.36,16613.52,2.78货,-2393货,8534货,-108货,31925货,-12.3货,-3606货,5513.62,5282.21,4661.43,2648货,8.61货
2021/6/23,17127.59,17375.79,17127.59,17336.71,17225.17,17194.91,16745.25,16104.32,17533.02,17113.41,16693.8,-16.3货,-2409货,8695货,110货,32035货,142货,-3464货,5294.65,5179.41,4840.18,2627货,-21.3货
2021/6/24,17358.57,17439.63,17319.89,17407.96,17277.28,17228.84,16766.12,16125.43,17530.38,17151.62,16772.86,-2557窾,-2410货,8769货,40.0货,32075货,32.8货,-3431货,4224.49,5134.35,4860.19,2691货,63.5货
2021/6/25,17471.07,17597.33,17471.07,17502.99,17355.06,17280.07,16790.53,16148.32,17512.17,17196.69,16881.22,9.67货,-2400货,8902货,88.0货,32163货,37.6货,-3394货,4806.3,5003.84,4924.89,2720货,29.7货
2021/6/28,17531.82,17595.51,17481.23,17590.97,17420,17329.13,16815.42,16171.49,17555.49,17232.7,16909.9,-17.5货,-2418货,8999货,53.8货,32216货,19.6货,-3374货,4443.31,4856.47,4957.6,2803货,82.6货
2021/6/29,17621.15,17713.24,17541.14,17598.19,17486.14,17381.73,16841.75,16195.41,17609.49,17259.19,16908.89,8010窾,-2417货,8843货,-143货,32073货,2.60货,-3372货,5982.52,4950.25,5116.23,2766货,-36.8货
2021/6/30,17648.25,17797.27,17648.25,17755.46,17561.53,17441.83,16870.29,16220.48,17696.98,17288.84,16880.7,-1.21货,-2418货,9057货,204货,32277货,27.2货,-3344货,5437.89,4978.9,5079.16,2869货,102货
2021/7/1,17801.19,17863.9,17644.36,17713.94,17626.3,17498.93,16899.33,16245.86,17759.73,17316.29,16872.85,-14.6货,-2433货,8840货,-180货,32098货,-31.5货,-3376货,6474.94,5428.99,5281.67,2841货,-27.4货
2021/7/2,17745.69,17795.88,17676.98,17710.15,17661.59,17541.33,16926.63,16270.42,17813.33,17339.48,16865.64,-18.5货,-2451货,8695货,-200货,31898货,-4.19货,-3380货,6129.21,5693.57,5348.71,2891货,50.2货
2021/7/5,17783.8,17945.52,17783.8,17919.33,17727.1,17598.93,16957.17,16296.67,17905.75,17378.08,16850.41,-14.1货,-2465货,8835货,115货,32013货,64.3货,-3316货,6112.39,6027.39,5441.93,2981货,89.3货
2021/7/6,17929.22,18008.37,17895.78,17913.07,17796.94,17660.33,16989.29,16323.77,17977.66,17419.54,16861.42,-2.93货,-2468货,8814货,1.20货,32014货,-31.1货,-3347货,6067.48,6044.38,5497.32,2986货,5.74货
2021/7/7,17901.25,17933.62,17756.82,17850.69,17818.16,17696.74,17017.85,16349.18,18023.15,17458.26,16893.37,-13.2货,-2481货,8694货,-117货,31897货,-7.81货,-3355货,5915.69,6139.94,5559.42,2955货,-31.0货
2021/7/8,17880.9,17935.11,17742.08,17866.09,17830.79,17725.7,17045.34,16374.08,18047.17,17503.26,16959.34,-14.0货,-2495货,8703货,-38.1货,31859货,-10.7货,-3365货,6433.35,6131.62,5780.31,2994货,38.1货
2021/7/9,17778.12,17778.12,17597.46,17661.48,17788.46,17721.72,17066.93,16396.06,18052.45,17528.37,17004.29,-5.14货,-2500货,8293货,-411货,31448货,-47.1货,-3413货,5500.7,6005.92,5849.75,2955货,-38.9货
2021/7/12,17843.3,17947.9,17759.9,17814.33,17806.09,17743.47,17092.32,16419.95,18075.69,17558.41,17041.13,-30.4货,-2531货,8458货,155货,31603货,25.5货,-3387货,5588,5901.04,5964.22,2993货,37.9货
2021/7/13,17931.47,18018.04,17786.76,17847.52,17836.04,17771.2,17118.67,16444.35,18106.65,17582.22,17057.79,5.58货,-2525货,8633货,232货,31834货,21.4货,-3366货,6628.06,6013.16,6028.77,2933货,-59.0货
2021/7/14,17892.51,17940.86,17716.44,17845.75,17840.32,17785.32,17142.61,16467.56,18129.66,17609.12,17088.57,-32.2货,-2557货,8689货,153货,31987货,-3.71货,-3369货,5779.37,5985.9,6062.92,2912货,-21.0货
2021/7/15,17878.78,18034.19,17878.78,18034.19,17879.04,17816.44,17169.29,16492.17,18182.97,17641.29,17099.62,-18.2货,-2576货,8853货,164货,32152货,20.9货,-3348货,4584.76,5616.18,5873.9,2965货,52.3货
2021/7/16,17839.58,17926.38,17779.61,17895.25,17872.77,17824.4,17191.94,16514.79,18201.31,17670.13,17138.95,-1.87货,-2578货,8610货,-225货,31926货,-40.7货,-3389货,5802.46,5676.53,5841.23,2957货,-7.91货
2021/7/19,17854.35,17854.35,17708.15,17789.25,17849.02,17820.24,17211.93,16536.05,18160.3,17706.44,17252.58,-8.66货,-2586货,8243货,-424货,31502货,-15.2货,-3404货,4723.01,5503.53,5702.29,2999货,42.4货
2021/7/20,17724.92,17724.92,17500.69,17528.74,17772.62,17783.8,17225.3,16553.97,18090.55,17729.1,17367.65,-14.3货,-2601货,7941货,-256货,31246货,-83.8货,-3488货,4748.09,5127.54,5570.35,2956货,-43.1货
2021/7/21,17593.6,17707.56,17352.24,17458.79,17691.09,17737.3,17235.23,16570.07,18073.31,17735.21,17397.1,-20.4货,-2621货,7736货,-159货,31087货,-22.9货,-3511货,6208.83,5213.43,5599.66,2938货,-18.4货
2021/7/22,17482.81,17667.38,17482.81,17572.33,17644.51,17703.49,17245.59,16586.29,18056.37,17743.43,17430.48,21.1货,-2600货,8083货,359货,31447货,6.25货,-3505货,5891.21,5474.72,5545.45,2945货,7.69货
2021/7/23,17603.95,17672.6,17511.86,17572.92,17626.45,17682.91,17256.9,16602.88,18050.46,17746.92,17443.38,5.39货,-2594货,8086货,25.4货,31472货,5.11货,-3500货,5685.1,5451.25,5563.89,2965货,19.1货
2021/7/26,17554.93,17637.36,17403.56,17403.56,17584.25,17649.63,17264.86,16617.71,18069.97,17737.55,17405.14,-5.67货,-2600货,7887货,-178货,31295货,-19.9货,-3520货,4625.6,5431.77,5467.65,2980货,15.6货
2021/7/27,17394.77,17459.35,17264.5,17269.87,17505.21,17594.63,17267.56,16629.76,18107.51,17721.14,17334.76,-9.59货,-2610货,7805货,-35.7货,31259货,-1.01货,-3521货,5098.25,5501.8,5314.67,2966货,-14.4货
2021/7/28,17252.87,17252.87,16893.7,17135.22,17381.36,17510.82,17263.17,16638.09,18152.57,17690.12,17227.67,-8.55货,-2618货,7624货,-220货,31039货,-5.99货,-3527货,5614.06,5382.85,5298.14,2895货,-70.7货
2021/7/29,17216.58,17402.81,17190.48,17402.81,17355.3,17473.06,17264.48,16649.09,18153.41,17674.57,17195.73,12.7货,-2606货,7826货,191货,31230货,21.0货,-3506货,4740.4,5152.68,5313.7,2916货,20.8货
2021/7/30,17414.77,17429.01,17237.67,17247.41,17347.6,17447.45,17266.7,16660.38,18164.64,17651.43,17138.22,-9790窾,-2607货,7648货,-174货,31056货,-1.77货,-3507货,5456.77,5107.02,5279.13,2915货,-1.36货
2021/8/2,17256.61,17503.28,17231.22,17503.28,17356.27,17434.03,17270.21,16672.17,18132.32,17630.63,17128.94,-8.00货,-2615货,7864货,246货,31302货,36.6货,-3471货,4401.9,5062.28,5247.02,2920货,5.00货
2021/8/3,17489.12,17553.76,17456.2,17553.76,17408.58,17448.42,17278.17,16686.07,18098.08,17612.66,17127.25,-4.11货,-2619货,7866货,9.39货,31311货,10.1货,-3461货,3903,4823.23,5162.51,2930货,10.2货
2021/8/4,17588.64,17636.11,17557.18,17623.89,17472.87,17476.25,17288.77,16701.2,18074.4,17601.32,17128.24,-28.0货,-2647货,7964货,106货,31418货,20.3货,-3440货,3790.9,4458.59,4920.72,2936货,6.33货
2021/8/5,17624.82,17643.97,17566.72,17603.12,17518.47,17500.5,17299.29,16716.21,18045.44,17588.17,17130.9,-15.6货,-2662货,7986货,49.0货,31467货,2.73货,-3438货,3859.23,4282.36,4717.52,2939货,2.90货
2021/8/6,17593.85,17593.85,17469.68,17526.28,17527.62,17508.76,17307.38,16729.93,18038.15,17581.41,17124.68,-9.78货,-2672货,7893货,-85.4货,31381货,-26.6货,-3464货,4012.58,3993.52,4550.27,2936货,-3.48货
2021/8/9,17505.01,17510.09,17350.15,17485.15,17505.94,17500.37,17312.47,16742.04,18010.51,17564.95,17119.39,1.57货,-2671货,7799货,-70.1货,31311货,-25.6货,-3490货,3524.02,3817.95,4440.11,2902货,-33.6货
2021/8/10,17492.45,17524.91,17305.06,17323.64,17474.47,17484.21,17315.72,16753.1,17976.32,17538.76,17101.2,4.28货,-2666货,7691货,-64.2货,31247货,-31.4货,-3521货,3529.96,3743.34,4283.28,2853货,-49.2货
2021/8/11,17308.62,17327.2,17090.25,17227.18,17395.75,17439.5,17313.18,16761.12,17941.65,17507.83,17074.01,-3.71货,-2670货,7659货,65.5货,31313货,-26.7货,-3548货,3922.86,3769.73,4114.16,2781货,-71.9货
2021/8/12,17221.35,17233.11,17139.21,17219.94,17331.63,17396.58,17309.58,16768.44,17844.92,17467.12,17089.32,12.1货,-2658货,7704货,51.4货,31364货,-11.1货,-3559货,3225.43,3642.97,3962.66,2802货,20.9货
2021/8/13,17216.34,17216.34,16978.11,16982.11,17253.83,17342.33,17302.65,16773.89,17801.97,17421.46,17040.96,18.6货,-2639货,7458货,-236货,31128货,-45.1货,-3604货,3866.39,3613.73,3803.63,2778货,-23.9货
2021/8/16,16941.33,16983.59,16773.57,16858.77,17132.33,17259.96,17289.1,16775.79,17790.15,17374.94,16959.73,-9.51货,-2649货,7445货,51.5货,31179货,-43.9货,-3648货,3361.93,3581.31,3699.63,2733货,-44.8货
2021/8/17,16841.62,16870.55,16657.63,16661.36,17007.48,17168.66,17271.68,16775.5,17843.41,17331.57,16819.73,13.9货,-2635货,7340货,-87.3货,31092货,-58.2货,-3706货,2997.69,3474.86,3609.1,2693货,-39.8货
2021/8/18,16630.99,16826.27,16418.54,16826.27,16896.83,17079,17252.13,16773.84,17852.94,17299.94,16746.94,10.2货,-2625货,7399货,-22.4货,31069货,18.8货,-3687货,4242.98,3538.88,3654.31,2701货,7.65货
2021/8/19,16777.78,16777.78,16375.4,16375.4,16790.08,16987.65,17229.98,16770.58,17909.13,17240.1,16571.07,13.9货,-2611货,6920货,-497货,30572货,-55.8货,-3743货,4383.9,3770.58,3706.77,2671货,-29.5货
2021/8/20,16426.98,16507.11,16248.08,16341.94,16653.73,16877.36,17202.15,16764.14,17934.61,17178.55,16422.49,20.1货,-2591货,6867货,-130货,30443货,-24.6货,-3768货,3548.04,3706.91,3660.32,2657货,-14.3货
2021/8/23,16459.13,16785.29,16459.13,16741.84,16639.6,16828.99,17182.78,16761.62,17917,17145.46,16373.93,18.4货,-2572货,7079货,146货,30589货,25.3货,-3743货,3676.62,3769.84,3675.58,2703货,45.5货
2021/8/24,16830.63,16904.3,16779.9,16818.73,16704.2,16829.79,17171.32,16762.81,17904.88,17122.91,16340.93,9.61货,-2563货,6942货,-113货,30476货,9.53货,-3733货,4181.24,4006.56,3740.71,2685货,-17.1货
2021/8/25,16821.08,17045.86,16821.08,17045.86,16780.62,16848.64,17163.52,16765.63,17901.1,17118.44,16335.77,7.30货,-2555货,7107货,171货,30647货,15.0货,-3718货,3640.42,3886.04,3712.46,2693货,7.54货
2021/8/26,17177.39,17201.42,16984.69,17066.96,16889.62,16895.73,17161.69,16771.28,17873.52,17101.64,16329.77,11.1货,-2544货,6982货,-157货,30490货,-9.97货,-3728货,3771.61,3763.59,3767.08,2717货,23.7货
2021/8/27,17061.1,17229.89,17000.26,17209.93,16968.18,16937.47,17160.5,16777.13,17870.4,17099.77,16329.14,-8.84货,-2553货,7160货,182货,30673货,54.0货,-3674货,3200.02,3693.98,3700.44,2695货,-21.3货
2021/8/30,17244.62,17396.52,17244.62,17396.52,17085.64,17007.12,17165.75,16786.11,17855.23,17094.43,16333.64,8.25货,-2545货,7345货,212货,30885货,19.1货,-3655货,2749.16,3508.49,3639.17,2700货,4.61货
2021/8/31,17384.61,17490.29,17207.57,17490.29,17188.16,17077.32,17173.2,16796.15,17844.86,17091.26,16337.66,4066窾,-2545货,7468货,251货,31136货,13.2货,-3642货,3451.42,3362.53,3684.54,2682货,-17.6货
2021/9/1,17463.8,17503.93,17415.52,17473.99,17280.21,17147.68,17182.75,16807.19,17818.78,17083.76,16348.75,-5.93货,-2550货,7572货,145货,31281货,29.9货,-3612货,3653.48,3365.14,3625.59,2676货,-6.79货
2021/9/2,17455.92,17523.16,17319.76,17319.76,17321.69,17194.4,17190.02,16817.07,17774.32,17069.6,16364.87,-8.57货,-2559货,7542货,-23.1货,31257货,-4.80货,-3617货,3546.59,3320.14,3541.86,2673货,-2.51货
2021/9/3,17380.52,17540.78,17380.52,17516.92,17366.02,17241.73,17198.7,16827.61,17772.65,17069.13,16365.61,8.64货,-2550货,7820货,321货,31578货,42.9货,-3574货,3662.52,3412.64,3553.31,2683货,10.2货
2021/9/6,17534.05,17633.67,17461.07,17495.3,17421.02,17294.32,17209.6,16839.23,17774.37,17069.64,16364.9,-12.5货,-2563货,7859货,76.7货,31655货,-8211窾,-3574货,3808.08,3624.42,3566.46,2670货,-13.7货
2021/9/7,17534.38,17559.21,17388.37,17428.87,17439.92,17327.67,17218.39,16849.79,17788.65,17074.9,16361.14,-14.9货,-2578货,7903货,66.9货,31722货,-21.6货,-3596货,3378.07,3609.75,3486.14,2652货,-18.0货
2021/9/8,17411.53,17447.58,17167.08,17270.49,17401.33,17327.03,17221.86,16857.63,17792.91,17077.06,16361.21,-4.35货,-2582货,7804货,-10.7货,31711货,-70.4货,-3666货,3256.86,3530.42,3447.78,2630货,-22.1货
2021/9/9,17175.04,17319.09,17122.95,17304.33,17344.34,17309.45,17222.13,16863.79,17801.43,17081.28,16361.13,3.38货,-2579货,7769货,-6.38货,31705货,-5.07货,-3671货,2469.15,3314.93,3317.53,2631货,1.95货
2021/9/10,17270.28,17474.57,17270.28,17474.57,17353.7,17320.9,17227.06,16872.19,17844.25,17105.91,16367.56,4.57货,-2574货,7906货,150货,31855货,25.7货,-3646货,2685.51,3119.53,3266.08,2643货,11.2货
2021/9/13,17452.16,17482.57,17387.57,17446.31,17383.19,17342.95,17234.11,16881.62,17878.7,17135.28,16391.87,1.26货,-2573货,7861货,-5.55货,31849货,-8.00货,-3654货,2607.43,2879.4,3251.91,2647货,3.88货
2021/9/14,17463.78,17529.47,17424.54,17434.9,17409.85,17364.81,17241.62,16891.23,17894.87,17173.96,16453.04,7.51货,-2565货,7854货,65.4货,31914货,-7.05货,-3661货,2618.65,2727.52,3168.63,2643货,-3.79货
2021/9/15,17434.02,17439.75,17316.52,17354,17401.92,17368.67,17246.36,16899.41,17906.91,17200.35,16493.78,23.3货,-2542货,7791货,18.6货,31933货,-78.1货,-3739货,2698.26,2615.8,3073.11,2641货,-2.24货
2021/9/16,17332.34,17411.37,17254.1,17278.7,17374.32,17359.67,17248.75,16906.34,17842.34,17245.51,16648.69,5.16货,-2537货,7734货,-49.8货,31883货,-26.4货,-3765货,2425.77,2607.12,2961.03,2643货,2.16货
2021/9/17,17279.29,17408.71,17235.45,17276.79,17349.57,17348.83,17250.43,16912.85,17721.63,17292.25,16862.87,12.1货,-2525货,7782货,16.2货,31899货,5.56货,-3760货,3164.59,2702.94,2911.24,2644货,1.12货
2021/9/22,17196.79,17196.79,16838.58,16925.82,17246.21,17292.59,17243.51,16914.95,17689.13,17301.45,16913.78,21.1货,-2504货,7405货,-356货,31544货,-93.4货,-3853货,2984.79,2778.41,2828.91,2636货,-8.00货
2021/9/23,16998.07,17145.25,16998.07,17078.22,17182.44,17249.37,17237.33,16917.26,17650.56,17314.43,16978.3,-2.58货,-2506货,7410货,35.9货,31580货,-7.74货,-3861货,2538.41,2762.36,2744.94,2636货,4694窾
2021/9/24,17130.74,17273.59,17130.74,17260.19,17187.9,17240.18,17236.07,16921.91,17639.29,17325.14,17011,1.34货,-2505货,7463货,79.1货,31659货,8.56货,-3852货,2789.17,2780.54,2698.17,2652货,16.1货
2021/9/27,17278.11,17335.99,17235.68,17313.77,17222.23,17249.4,17237.86,16928.01,17628.64,17337.48,17046.33,10.4货,-2495货,7490货,108货,31767货,2.02货,-3850货,3005.99,2896.59,2751.86,2662货,9.67货
2021/9/28,17286.89,17286.89,17113.47,17181.44,17220.54,17243.54,17237.18,16932.79,17629.96,17336.06,17042.16,-4.03货,-2499货,7347货,-140货,31627货,-10.4货,-3861货,2596.64,2783,2742.97,2667货,4.81货
2021/9/29,17127.86,17127.86,16801.78,16855.46,17139.78,17195.3,17228.69,16933.54,17668.05,17309.01,16949.96,29.2货,-2469货,6950货,-355货,31272货,-107货,-3968货,3288.78,2843.8,2811.11,2656货,-11.1货
2021/9/30,16886.57,16994.21,16767.2,16934.77,17058.41,17140.83,17217.78,16932.92,17664.98,17281.23,16897.48,22.1货,-2447货,6918货,-78.9货,31193货,-8.04货,-3976货,2781.93,2892.5,2827.43,2660货,4.39货
2021/10/1,16883,16883,16503.74,16570.89,16942.33,17062.52,17201.13,16929.23,17718.36,17236.08,16753.79,18.1货,-2429货,6529货,-396货,30797货,-69.0货,-4045货,3451.01,3024.87,2902.71,2594货,-65.9货
2021/10/4,16600.52,16680.29,16380.06,16408.35,16800.65,16963.39,17178.71,16922.43,17790.43,17190.5,16590.58,11.3货,-2418货,6506货,-31.1货,30766货,-24.4货,-4069货,3027.5,3029.17,2962.88,2532货,-62.4货
2021/10/5,16362.27,16460.75,16162.17,16460.75,16654.26,16853.96,17151.92,16913.15,17796.45,17137.7,16478.94,31.2货,-2387货,6432货,-163货,30602货,6.31货,-4063货,3323.28,3174.5,2978.75,2516货,-15.8货
2021/10/6,16488.21,16568.21,16303.63,16393.16,16582.28,16778.38,17128.52,16905.31,17794.7,17082.59,16370.48,23.2货,-2364货,6207货,-239货,30364货,-50.7货,-4114货,2907.92,3098.33,2971.06,2513货,-3.49货
2021/10/7,16465.57,16731.58,16465.57,16713.86,16586.23,16744.88,17111,16900.16,17757.61,17046.84,16336.06,10.00货,-2354货,6465货,238货,30602货,30.8货,-4083货,2982.74,3138.49,3015.5,2510货,-2.09货
2021/10/8,16742.35,16771.71,16605.49,16640.43,16620.82,16734.9,17097.2,16896.69,17739.39,17015.34,16291.28,16.7货,-2337货,6370货,-146货,30456货,9.43货,-4073货,2767.2,3001.73,3013.3,2514货,3.30货
2021/10/12,16589.72,16589.72,16349.49,16462.84,16579.86,16691.82,17077.55,16890.1,17722.61,16973.26,16223.91,7.31货,-2330货,6194货,-168货,30288货,-14.9货,-4088货,2848.33,2965.89,2997.53,2488货,-25.7货
2021/10/13,16480.98,16543.33,16328.47,16347.99,16528.3,16643.34,17056.16,16882.41,17676.38,16916.93,16157.48,10.6货,-2319货,6119货,-85.3货,30202货,-7.40货,-4096货,2605.64,2822.37,2998.43,2473货,-15.3货
2021/10/14,16392.51,16519.96,16347.88,16387.28,16489.51,16601.26,17035.04,16874.64,17616.05,16863.98,16111.91,9.66货,-2309货,6143货,34.3货,30237货,-8.38货,-4104货,2587.24,2758.23,2928.28,2465货,-7.68货
2021/10/15,16426.76,16781.19,16426.76,16781.19,16527.66,16601.76,17020.9,16870.16,17536.64,16831.3,16125.95,-4.88货,-2314货,6418货,279货,30516货,24.8货,-4079货,2880.87,2737.86,2938.17,2464货,-1.26货
2021/10/18,16816.94,16862.03,16695.89,16705.46,16608.47,16632.36,17012.68,16868.51,17463.57,16798.87,16134.16,-5.09货,-2319货,6446货,32.8货,30548货,2.54货,-4077货,2719.11,2728.24,2864.98,2455货,-8.68货
2021/10/19,16791.12,16916.72,16772.15,16900.67,16687.37,16671.05,17007.19,16868.12,17409.59,16779.97,16150.34,16.1货,-2303货,6596货,111货,30659货,38.6货,-4038货,2697.92,2698.15,2832.02,2457货,2.30货
2021/10/20,16936.2,16973.86,16855.81,16887.82,16762.72,16715.12,17004.11,16868.87,17350.33,16760.52,16170.71,14.7货,-2289货,6569货,-49.9货,30609货,-16.6货,-4055货,2682.21,2713.47,2767.92,2467货,9.40货
2021/10/21,16904.46,17026.89,16873.99,16889.51,16816.38,16753.05,17001.48,16869.78,17346.69,16758.7,16170.72,-9850窾,-2290货,6616货,68.7货,30678货,7.17货,-4047货,3117.71,2819.56,2788.9,2480货,13.1货
2021/10/22,16900.32,16932.89,16800.49,16888.74,16837.79,16776.24,16997.51,16869.96,17322.23,16749.23,16176.23,4.66货,-2285货,6607货,-9.02货,30669货,2.45货,-4045货,2845.88,2812.57,2775.21,2485货,5.00货
2021/10/25,16879.34,16930.98,16784.11,16894.24,16849.25,16793.68,16993.41,16869.99,17259.12,16730.93,16202.75,-1.86货,-2287货,6646货,47.1货,30716货,7.23货,-4038货,2698.87,2808.52,2768.38,2500货,15.2货
2021/10/26,16909.32,17067.15,16909.32,17034.34,16892.84,16827.56,16992.97,16871.81,17195.15,16716.96,16238.77,3.39货,-2283货,6700货,67.3货,30783货,11.9货,-4026货,3290.75,2927.08,2812.62,2511货,11.2货
2021/10/27,17037.37,17079.6,16973.16,17074.55,16942.29,16866.4,16994.55,16874.61,17170.94,16711.62,16252.29,1.76货,-2282货,6748货,24.6货,30808货,6.16货,-4020货,2856.49,2961.94,2837.7,2529货,18.0货
2021/10/28,17081.17,17104.86,16994.37,17041.63,16980.03,16900.78,16996.55,16877.6,17198.71,16720.92,16243.14,7.13货,-2274货,6688货,-73.6货,30734货,-8.08货,-4028货,3183.26,2975.05,2897.31,2541货,11.8货
2021/10/29,17058.04,17073.97,16920.68,16987.41,16990.03,16920.65,16996.99,16879.79,17206.57,16723.56,16240.54,9604窾,-2273货,6604货,-115货,30619货,-1.78货,-4030货,3544.32,3114.74,2963.65,2554货,13.2货
2021/11/1,17021.77,17119.43,17021.77,17068.24,17012.62,16945.58,16998.98,16882.73,17248.36,16748.42,16248.49,2881窾,-2273货,6588货,-33.3货,30586货,3.14货,-4026货,3291.67,3233.3,3020.91,2594货,40.1货
2021/11/2,17094.42,17237.09,17026.63,17065.97,17043.75,16974.76,17002.49,16886.42,17273.89,16781.3,16288.71,-4.58货,-2278货,6586货,19.7货,30605货,-13.4货,-4040货,3912.25,3357.6,3142.34,2608货,13.7货
2021/11/3,17087.89,17153.76,17080.51,17122.16,17066.2,16999.54,17006.05,16890.14,17305.25,16814.37,16323.5,-19.6货,-2297货,6606货,38.9货,30644货,6.16货,-4034货,3314.06,3449.11,3205.53,2623货,14.7货
2021/11/4,17158.28,17219.65,17061.46,17078.86,17087.32,17023.18,17010.1,16894.09,17312.08,16848.66,16385.24,-5.56货,-2303货,6546货,-74.2货,30570货,1.67货,-4032货,3127.13,3437.89,3206.47,2631货,7.71货
2021/11/5,17097.16,17296.9,17097.16,17296.9,17123.89,17054.79,17016.23,16899.1,17375.72,16877.81,16379.9,5.07货,-2298货,6779货,266货,30836货,12.7货,-4019货,3285.88,3386.2,3250.47,2643货,12.9货
2021/11/8,17323.39,17415.3,17279.46,17415.3,17202.05,17109.99,17027.45,16906.69,17453.6,16916.56,16379.51,8.74货,-2289货,6888货,106货,30942货,13.3货,-4006货,3815.45,3490.96,3362.13,2656货,12.7货
2021/11/9,17433.1,17581.52,17433.1,17541.36,17300.45,17180.4,17042.85,16916.45,17530.56,16970.48,16410.4,6.51货,-2283货,7040货,195货,31137货,3.69货,-4002货,3992.82,3507.07,3432.33,2657货,1.22货
2021/11/10,17549.09,17575.44,17489.87,17559.65,17381.47,17246.42,17059.27,16926.82,17570.45,17031.06,16491.68,9.87货,-2273货,7070货,-7431窾,31136货,5.33货,-3997货,3552.35,3554.73,3501.92,2679货,22.1货
2021/11/11,17527.18,17527.18,17403.48,17452.52,17413.51,17288.45,17072.98,16935.92,17566.22,17084.33,16602.44,-2.62货,-2275货,7026货,-72.0货,31064货,-5.75货,-4003货,4047.33,3738.77,3588.33,2683货,3.90货
2021/11/12,17479.55,17602.05,17479.55,17518.13,17448.95,17330.52,17087.63,16945.57,17617.2,17121.17,16625.14,9.98货,-2265货,7124货,78.9货,31143货,-4.82货,-4008货,3729.9,3827.57,3606.88,2685货,1.48货
2021/11/15,17560.52,17683.19,17560.52,17634.47,17502.52,17381.27,17104.75,16956.55,17673.14,17167.62,16662.11,4.09货,-2261货,7214货,54.4货,31197货,-562窾,-4008货,3816.15,3827.71,3659.33,2704货,19.2货
2021/11/16,17639.96,17708.1,17629.8,17693.13,17557.6,17433.36,17123.21,16968.31,17745.99,17207.25,16668.5,27.2货,-2234货,7318货,74.9货,31272货,-12.9货,-4021货,3821.63,3793.47,3650.27,2707货,2.53货
2021/11/17,17705.29,17764.04,17669.58,17764.04,17613.64,17486.52,17142.96,16980.83,17820.41,17251.06,16681.7,12.9货,-2221货,7370货,-1.72货,31270货,-6.57货,-4027货,4013.02,3885.6,3720.16,2741货,33.9货
2021/11/18,17767.06,17841.37,17748.21,17841.37,17675.6,17543.43,17164.49,16994.36,17897.53,17298.65,16699.77,-10.3货,-2232货,7447货,101货,31372货,5.49货,-4022货,4010.79,3878.29,3808.53,2745货,4.32货
2021/11/19,17864.19,17986.18,17786.05,17818.31,17738.29,17601.65,17187.41,17008.73,17953.75,17345.13,16736.51,-8.75货,-2240货,7535货,79.0货,31451货,-2.78货,-4024货,4030.36,3938.39,3882.98,2757货,11.9货
2021/11/22,17828.53,17857.73,17790.64,17803.54,17765.57,17641.37,17208.16,17022.14,17993.52,17390.59,16787.67,-17.2货,-2258货,7533货,9.62货,31460货,6.39货,-4018货,3186.24,3812.41,3820.06,2754货,-3.21货
2021/11/23,17797.9,17797.9,17650.07,17666.12,17753.04,17657.12,17225.2,17033.8,18013.22,17422.18,16831.14,-4.85货,-2262货,7415货,-128货,31332货,-29.1货,-4047货,3172.22,3682.53,3738,2736货,-17.0货
2021/11/24,17680.16,17722.89,17588.78,17642.52,17721.56,17657.39,17239.41,17044.13,18026.46,17450.58,16874.7,-12.1货,-2274货,7400货,4.47货,31337货,13.4货,-4034货,2961.19,3472.16,3678.88,2758货,21.2货
2021/11/25,17686.12,17724.5,17609.51,17654.19,17703.9,17659.42,17253.48,17054.45,18031.42,17481.21,16931,-2705窾,-2275货,7310货,-82.6货,31254货,-2.79货,-4037货,3049.88,3279.98,3579.14,2778货,20.4货
2021/11/26,17641.79,17641.79,17330.44,17369.39,17634.55,17629.68,17261.43,17061.75,18005.29,17500.31,16995.33,-6.77货,-2281货,7024货,-310货,30944货,-68.7货,-4105货,3580.71,3190.05,3564.22,2732货,-46.0货
2021/11/29,17320.01,17415.63,17167.24,17328.09,17525.61,17571.15,17262.95,17065.82,17985.45,17513.3,17041.15,6123窾,-2281货,7097货,60.7货,31005货,-17.5货,-4123货,3206.77,3194.15,3503.28,2715货,-17.2货
2021/11/30,17369.79,17535.23,17369.79,17427.76,17492.29,17544.69,17268.28,17071.76,17959.24,17531.39,17103.54,6.65货,-2274货,6987货,-167货,30838货,-23.1货,-4146货,4509.12,3461.53,3572.03,2731货,16.2货
2021/12/1,17428.61,17626.21,17374.59,17585.99,17496.14,17537.27,17276,17078.9,17939.3,17554.58,17169.86,1.05货,-2273货,7072货,84.3货,30922货,17.4货,-4128货,3018.43,3472.98,3472.57,2754货,22.8货
2021/12/2,17575.91,17741.55,17559.44,17724.88,17547.58,17557.85,17288.28,17088.35,17909.95,17586.88,17263.81,-4.30货,-2277货,7184货,126货,31048货,-27.7货,-4156货,3905.14,3644.03,3462.01,2769货,14.9货
